"","Authors","metric","subgroup","CN","EN","yi","vi","stats","Protocol"
"1610","Kozik et al. 2019","Shannon","Control-fecal",2,3,1.37554352039954,1.375,"lnVR","Kozik"
"1611","Kozik et al. 2019","Shannon","Control-fecal_T0",2,3,0.559816925840409,1.375,"lnVR","Kozik"
"1612","Li et al. 2020","Shannon","Chow diet + STZ injection+ Distilled water ",5,1,NA,NA,"lnVR","Li"
"1613","Li et al. 2020","Shannon","HFD+ STZ injection + DNJ",1,9,NA,NA,"lnVR","Li"
"1614","Li et al. 2020","Shannon","HFD+ STZ injection+ Distilled water",NA,3,NA,NA,"lnVR","Li"
"1615","Lindheim et al. 2018","Shannon","PRJNA445979",76,93,0.114738047016106,0.0122494118882588,"lnVR","Lindheim"
"1616","Lyte et al. 2022","Shannon","beef-chow",18,19,0.197933737747338,0.0604628561664317,"lnVR","Lyte"
"1617","Lyte et al. 2022","Shannon","beef-chow-stress",18,20,0.232158433771753,0.0588426995370415,"lnVR","Lyte"
"1618","Lyte et al. 2022","Shannon","chow-control",20,19,-0.612880074033198,0.0570218186792517,"lnVR","Lyte"
"1619","Lyte et al. 2022","Shannon","chow-stress",20,20,0.066404640986805,0.0554016620498615,"lnVR","Lyte"
"1620","Pizarro et al. 2021","Shannon","EtOH-Syn-T1",10,8,-0.557998231755519,0.143361048122953,"lnVR","Pizarro"
"1621","Pizarro et al. 2021","Shannon","EtOH-T1",10,8,0.672570041151176,0.143361048122953,"lnVR","Pizarro"
"1622","Pizarro et al. 2021","Shannon","Symbiotic-T0",10,8,0.420716187073741,0.143361048122953,"lnVR","Pizarro"
"1623","Pizarro et al. 2021","Shannon","Water-T0",10,8,0.362084167101904,0.143361048122953,"lnVR","Pizarro"
"1624","Ramakrishna et al. 2020","Shannon","ACV+IVIG-injected",1,4,NA,NA,"lnVR","Ramakrishna"
"1625","Ramakrishna et al. 2020","Shannon","ACV-injected",3,2,0.169031562211098,1.375,"lnVR","Ramakrishna"
"1626","Ramakrishna et al. 2020","Shannon","Control",2,3,-0.664533803930484,1.375,"lnVR","Ramakrishna"
"1627","Ramakrishna et al. 2020","Shannon","HSV1-infected",4,5,0.536930763404891,0.378472222222222,"lnVR","Ramakrishna"
"1628","Ramakrishna et al. 2020","Shannon","HSV1-infected; ACV+IVIG-injected",2,3,-0.0359256509857198,1.375,"lnVR","Ramakrishna"
"1629","Ramakrishna et al. 2020","Shannon","HSV1-infected; ACV-injected",1,1,NA,NA,"lnVR","Ramakrishna"
"1630","Ramakrishna et al. 2020","Shannon","HSV1-infected; IVIG-injected",3,1,NA,NA,"lnVR","Ramakrishna"
"1631","Ramakrishna et al. 2020","Shannon","IVIG-injected",5,5,1.03048973469465,0.3125,"lnVR","Ramakrishna"
"1632","Son et al. 2019","Shannon","Control",8,8,0.703558490534252,0.163265306122449,"lnVR","Son"
"1633","Son et al. 2019","Shannon","IL-10 Knockout ",8,8,-0.662917311553918,0.163265306122449,"lnVR","Son"
"1634","Song et al. 2020","Shannon","AOM/DSS",12,NA,NA,NA,"lnVR","Song"
"1635","Song et al. 2020","Shannon","AOM/DSS E2-supplemented",12,NA,NA,NA,"lnVR","Song"
"1636","Song et al. 2020","Shannon","Control",5,11,-0.478091846398207,0.21125,"lnVR","Song"
"1637","Song et al. 2020","Shannon","E2-supplemented",12,NA,NA,NA,"lnVR","Song"
"1638","Song et al. 2020","Shannon","ovariectomized ",NA,7,NA,NA,"lnVR","Song"
"1639","Song et al. 2021","Shannon","AOM/DSS",8,8,0.229040767139432,0.163265306122449,"lnVR","Song"
"1640","Song et al. 2021","Shannon","AOM/DSS-Nrf2KO",8,8,0.352027001542332,0.163265306122449,"lnVR","Song"
"1641","Song et al. 2021","Shannon","Control",8,8,1.25197173580435,0.163265306122449,"lnVR","Song"
"1642","Song et al. 2021","Shannon","Nrf2KO",8,8,-0.108393056851461,0.163265306122449,"lnVR","Song"
"1643","Song et al. 2022","Shannon","AOM/DSS",10,7,0.320359107553461,0.158950617283951,"lnVR","Song"
"1644","Song et al. 2022","Shannon","AOM/DSS_ steroid-injected",8,4,0.494659658452393,0.303854875283447,"lnVR","Song"
"1645","Song et al. 2022","Shannon","Control",4,4,-0.79734506454811,0.444444444444444,"lnVR","Song"
"1646","Song et al. 2022","Shannon","orchiectomized",4,NA,NA,NA,"lnVR","Song"
"1647","Song et al. 2022","Shannon","orchiectomized_ AOM/DSS",10,NA,NA,NA,"lnVR","Song"
"1648","Song et al. 2022","Shannon","orchiectomized_ AOM/DSS_ steroid-injected",6,NA,NA,NA,"lnVR","Song"
"1649","Strickland et al. 2021","Shannon","Sigmodon_fulviventer_Ear_day0_Control",4,3,-1.79414747377553,0.597222222222222,"lnVR","Strickland"
"1650","Strickland et al. 2021","Shannon","Sigmodon_fulviventer_Ear_day28_Control",10,3,0.497691377687664,0.436728395061728,"lnVR","Strickland"
"1651","Strickland et al. 2021","Shannon","Sigmodon_fulviventer_Ear_day7_Control",10,3,0.110599424414588,0.436728395061728,"lnVR","Strickland"
"1652","Strickland et al. 2021","Shannon","Sigmodon_fulviventer_Ear_day95_Control",10,NA,NA,NA,"lnVR","Strickland"
"1653","Strickland et al. 2021","Shannon","Sigmodon_fulviventer_Fecal_day0_Control",20,3,-0.938706721686282,0.402700831024931,"lnVR","Strickland"
"1654","Strickland et al. 2021","Shannon","Sigmodon_fulviventer_Fecal_day111_Control",10,NA,NA,NA,"lnVR","Strickland"
"1655","Strickland et al. 2021","Shannon","Sigmodon_fulviventer_Fecal_day14_Control",10,3,-1.34164784322059,0.436728395061728,"lnVR","Strickland"
"1656","Strickland et al. 2021","Shannon","Sigmodon_fulviventer_Fecal_day21_Control",10,3,-0.110552540713655,0.436728395061728,"lnVR","Strickland"
"1657","Strickland et al. 2021","Shannon","Sigmodon_fulviventer_Fecal_day28_Control",10,3,-0.252777280436115,0.436728395061728,"lnVR","Strickland"
"1658","Strickland et al. 2021","Shannon","Sigmodon_fulviventer_Fecal_day34_Control",10,NA,NA,NA,"lnVR","Strickland"
"1659","Strickland et al. 2021","Shannon","Sigmodon_fulviventer_Fecal_day4_Control",10,NA,NA,NA,"lnVR","Strickland"
"1660","Strickland et al. 2021","Shannon","Sigmodon_fulviventer_Fecal_day7_Control",10,3,-1.39240166750142,0.436728395061728,"lnVR","Strickland"
"1661","Strickland et al. 2021","Shannon","Sigmodon_fulviventer_Nose_day0_Control",5,3,0.380412811882995,0.53125,"lnVR","Strickland"
"1662","Strickland et al. 2021","Shannon","Sigmodon_fulviventer_Nose_day28_Control",10,3,0.346142492937112,0.436728395061728,"lnVR","Strickland"
"1663","Strickland et al. 2021","Shannon","Sigmodon_fulviventer_Nose_day7_Control",10,3,0.789050767560552,0.436728395061728,"lnVR","Strickland"
"1664","Strickland et al. 2021","Shannon","Sigmodon_fulviventer_Nose_day95_Control",10,NA,NA,NA,"lnVR","Strickland"
"1665","Strickland et al. 2021","Shannon","Sigmodon_fulviventer_Skin_day0_Control",5,3,-0.43803078701755,0.53125,"lnVR","Strickland"
"1666","Strickland et al. 2021","Shannon","Sigmodon_fulviventer_Skin_day28_Control",10,3,0.0298611604009024,0.436728395061728,"lnVR","Strickland"
"1667","Strickland et al. 2021","Shannon","Sigmodon_fulviventer_Skin_day7_Control",10,3,0.0101892626769042,0.436728395061728,"lnVR","Strickland"
"1668","Strickland et al. 2021","Shannon","Sigmodon_fulviventer_Skin_day95_Control",9,NA,NA,NA,"lnVR","Strickland"
"1669","Strickland et al. 2021","Shannon","Sigmodon_hispidus_Ear_day0_Control",NA,9,NA,NA,"lnVR","Strickland"
"1670","Strickland et al. 2021","Shannon","Sigmodon_hispidus_Ear_day28_Control",5,9,0.84271123391167,0.2265625,"lnVR","Strickland"
"1671","Strickland et al. 2021","Shannon","Sigmodon_hispidus_Ear_day7_Control",5,9,-1.07358537275467,0.2265625,"lnVR","Strickland"
"1672","Strickland et al. 2021","Shannon","Sigmodon_hispidus_Ear_day95_Control",10,NA,NA,NA,"lnVR","Strickland"
"1673","Strickland et al. 2021","Shannon","Sigmodon_hispidus_Fecal_day0_Control",15,9,0.505031669175794,0.108577806122449,"lnVR","Strickland"
"1674","Strickland et al. 2021","Shannon","Sigmodon_hispidus_Fecal_day111_Control",10,NA,NA,NA,"lnVR","Strickland"
"1675","Strickland et al. 2021","Shannon","Sigmodon_hispidus_Fecal_day14_Control",5,9,0.112899610135635,0.2265625,"lnVR","Strickland"
"1676","Strickland et al. 2021","Shannon","Sigmodon_hispidus_Fecal_day21_Control",5,9,-0.295114826754841,0.2265625,"lnVR","Strickland"
"1677","Strickland et al. 2021","Shannon","Sigmodon_hispidus_Fecal_day28_Control",5,9,0.594486920318597,0.2265625,"lnVR","Strickland"
"1678","Strickland et al. 2021","Shannon","Sigmodon_hispidus_Fecal_day34_Control",9,NA,NA,NA,"lnVR","Strickland"
"1679","Strickland et al. 2021","Shannon","Sigmodon_hispidus_Fecal_day4_Control",10,NA,NA,NA,"lnVR","Strickland"
"1680","Strickland et al. 2021","Shannon","Sigmodon_hispidus_Fecal_day7_Control",5,9,0.618455690231624,0.2265625,"lnVR","Strickland"
"1681","Strickland et al. 2021","Shannon","Sigmodon_hispidus_Nose_day0_Control",NA,9,NA,NA,"lnVR","Strickland"
"1682","Strickland et al. 2021","Shannon","Sigmodon_hispidus_Nose_day28_Control",5,8,0.0966820157525051,0.237882653061224,"lnVR","Strickland"
"1683","Strickland et al. 2021","Shannon","Sigmodon_hispidus_Nose_day7_Control",5,9,0.30710643311525,0.2265625,"lnVR","Strickland"
"1684","Strickland et al. 2021","Shannon","Sigmodon_hispidus_Nose_day95_Control",10,NA,NA,NA,"lnVR","Strickland"
"1685","Strickland et al. 2021","Shannon","Sigmodon_hispidus_Skin_day0_Control",NA,9,NA,NA,"lnVR","Strickland"
"1686","Strickland et al. 2021","Shannon","Sigmodon_hispidus_Skin_day28_Control",5,9,-0.39239374324207,0.2265625,"lnVR","Strickland"
"1687","Strickland et al. 2021","Shannon","Sigmodon_hispidus_Skin_day7_Control",5,8,0.276784493740983,0.237882653061224,"lnVR","Strickland"
"1688","Strickland et al. 2021","Shannon","Sigmodon_hispidus_Skin_day95_Control",10,NA,NA,NA,"lnVR","Strickland"
"1689","Sun et al. 2020","Shannon","Control",8,8,-0.497391119515722,0.163265306122449,"lnVR","Sun"
"1690","Sun et al. 2020","Shannon","High fat",8,7,-0.278111619206828,0.178854875283447,"lnVR","Sun"
"1691","Sun et al. 2020","Shannon","Pomctm1/tm1",8,8,-0.463082212933794,0.163265306122449,"lnVR","Sun"
"1692","Sun et al. 2020","Shannon","Pomctm1/tm1, High fat",8,7,-0.958023442784148,0.178854875283447,"lnVR","Sun"
"1693","Tam et al. 2020","Shannon","""Smoke exposed, ovariectomy""_cecal",NA,8,NA,NA,"lnVR","Tam"
"1694","Tam et al. 2020","Shannon","Control_cecal",10,10,0.336181909981404,0.123456790123457,"lnVR","Tam"
"1695","Tam et al. 2020","Shannon","Smoke exposed_cecal",10,10,-0.223325970798939,0.123456790123457,"lnVR","Tam"
"1696","Tam et al. 2020","Shannon","ovariectomy_cecal",NA,10,NA,NA,"lnVR","Tam"
"1697","Tashiro et al. 2020","Shannon","Cellulose",8,8,-0.176771701725903,0.163265306122449,"lnVR","Tashiro"
"1698","Tashiro et al. 2020","Shannon","Control",8,8,0.159173694331705,0.163265306122449,"lnVR","Tashiro"
"1699","Tashiro et al. 2020","Shannon","Fiberfree",8,8,0.815105472027431,0.163265306122449,"lnVR","Tashiro"
"1700","Tashiro et al. 2020","Shannon","Pectin",8,8,0.0912675574725364,0.163265306122449,"lnVR","Tashiro"
"1701","Velasco et al. 2021","Shannon","C57BL/6J",4,4,0.649041101828907,0.444444444444444,"lnVR","Velasco"
"1702","Velasco et al. 2021","Shannon","MRL/MpJ",4,4,0.812559681783755,0.444444444444444,"lnVR","Velasco"
"1703","Weng et al. 2019","Shannon","APOE2_APP transgene +",6,11,-0.549954476724875,0.175,"lnVR","Weng"
"1704","Weng et al. 2019","Shannon","APOE2_APP transgene -",16,18,-0.137515190373509,0.0666974240676663,"lnVR","Weng"
"1705","Weng et al. 2019","Shannon","APOE3_APP transgene +",13,21,0.00858576975961097,0.0713888888888889,"lnVR","Weng"
"1706","Weng et al. 2019","Shannon","APOE3_APP transgene -",20,15,0.554377204231893,0.0659661371473797,"lnVR","Weng"
"1707","Weng et al. 2019","Shannon","APOE4_APP transgene +",19,24,-0.0496473754585793,0.0520052976732246,"lnVR","Weng"
"1708","Weng et al. 2019","Shannon","APOE4_APP transgene -",32,24,0.324029259148918,0.0393336336401315,"lnVR","Weng"
"1709","Wolfe et al. 2020","Shannon","Smad3-/-_CRC_SFB+_cecal",1,7,NA,NA,"lnVR","Wolfe"
"1710","Wolfe et al. 2020","Shannon","Smad3-/-_CRC_SFB+_fecal",10,68,0.708259733889188,0.069302465010492,"lnVR","Wolfe"
"1711","Wolfe et al. 2020","Shannon","Smad3-/-_CRC_SFB-_cecal",2,7,0.759588092245178,1.09722222222222,"lnVR","Wolfe"
"1712","Wolfe et al. 2020","Shannon","Smad3-/-_CRC_SFB-_fecal",34,83,0.366876269263321,0.0217825734496007,"lnVR","Wolfe"
"1713","Wolfe et al. 2020","Shannon","Smad3-/-_healthy_SFB+_cecal",15,5,-0.0324537737539109,0.194515306122449,"lnVR","Wolfe"
"1714","Wolfe et al. 2020","Shannon","Smad3-/-_healthy_SFB+_fecal",156,49,0.523202631346992,0.013880298661695,"lnVR","Wolfe"
"1715","Wolfe et al. 2020","Shannon","Smad3-/-_healthy_SFB-_cecal",15,10,0.466726830654959,0.0999937011841774,"lnVR","Wolfe"
"1716","Wolfe et al. 2020","Shannon","Smad3-/-_healthy_SFB-_fecal",158,135,0.213118598355165,0.00696418730335008,"lnVR","Wolfe"
"1717","Zajac et al. 2022","Shannon","APOE2/E2_cecal",5,6,-0.885119268011956,0.27625,"lnVR","Zajac"
"1718","Zajac et al. 2022","Shannon","APOE2/E2_fecal",15,21,-0.206391013867814,0.064515306122449,"lnVR","Zajac"
"1719","Zajac et al. 2022","Shannon","APOE2/E2_small bowel",2,3,-0.821286859349889,1.375,"lnVR","Zajac"
"1720","Zajac et al. 2022","Shannon","APOE2/E3_cecal",7,10,0.287944578384174,0.158950617283951,"lnVR","Zajac"
"1721","Zajac et al. 2022","Shannon","APOE2/E3_fecal",21,36,0.0401593422832744,0.0409438775510204,"lnVR","Zajac"
"1722","Zajac et al. 2022","Shannon","APOE2/E3_small bowel",1,NA,NA,NA,"lnVR","Zajac"
"1723","Zajac et al. 2022","Shannon","APOE2_fecal",8,7,-0.810101223584838,0.178854875283447,"lnVR","Zajac"
"1724","Zajac et al. 2022","Shannon","APOE3/E3_cecal",13,5,-0.659320667995754,0.201388888888889,"lnVR","Zajac"
"1725","Zajac et al. 2022","Shannon","APOE3/E3_fecal",41,15,-0.177845337903811,0.051077806122449,"lnVR","Zajac"
"1726","Zajac et al. 2022","Shannon","APOE3/E3_small bowel",4,2,0.595892146826537,1.22222222222222,"lnVR","Zajac"
"1727","Zajac et al. 2022","Shannon","APOE3/E4_cecal",10,8,-0.725696616839952,0.143361048122953,"lnVR","Zajac"
"1728","Zajac et al. 2022","Shannon","APOE3/E4_fecal",32,23,0.156144090647138,0.0404096541997403,"lnVR","Zajac"
"1729","Zajac et al. 2022","Shannon","APOE3/E4_small bowel",NA,1,NA,NA,"lnVR","Zajac"
"1730","Zajac et al. 2022","Shannon","APOE3_fecal",6,7,0.185201541978652,0.217222222222222,"lnVR","Zajac"
"1731","Zajac et al. 2022","Shannon","APOE4/E4_cecal",5,4,-0.461405948355749,0.378472222222222,"lnVR","Zajac"
"1732","Zajac et al. 2022","Shannon","APOE4/E4_fecal",15,19,0.262312370888088,0.06758629377677,"lnVR","Zajac"
"1733","Zajac et al. 2022","Shannon","APOE4/E4_small bowel",3,3,-0.529559694673783,0.75,"lnVR","Zajac"
"1734","Zajac et al. 2022","Shannon","APOE4_fecal",7,7,0.422894166548789,0.194444444444444,"lnVR","Zajac"
"1735","Zou et al. 2021","Shannon","Control",4,4,1.38442797571058,0.444444444444444,"lnVR","Zou"
"1736","Zou et al. 2021","Shannon","Glrx1 KO + High fat chow",4,4,-0.662956606354903,0.444444444444444,"lnVR","Zou"
"1737","Zou et al. 2021","Shannon","Glrx1 KO + Standard chow",2,3,0.830436391628771,1.375,"lnVR","Zou"
"1738","Zou et al. 2021","Shannon","High fat chow",5,5,-0.382667365165614,0.3125,"lnVR","Zou"
"1739","Cheema & Pluznick 2019","Simpson","Ang II infusion",3,3,0.57239861525234,0.75,"lnVR","Cheema"
"1740","Cheema & Pluznick 2019","Simpson","Control",3,3,-0.192059062583553,0.75,"lnVR","Cheema"
"1741","Ellis et al. 2021","Simpson","13C11MK4_cecal",7,7,-0.978978386428477,0.194444444444444,"lnVR","Ellis"
"1742","Ellis et al. 2021","Simpson","2H7MK7_cecal",7,7,-0.199464779963494,0.194444444444444,"lnVR","Ellis"
"1743","Ellis et al. 2021","Simpson","2H7MK9_cecal",7,7,0.755718476156044,0.194444444444444,"lnVR","Ellis"
"1744","Ellis et al. 2021","Simpson","2H7PK_cecal",7,7,-1.1154769668671,0.194444444444444,"lnVR","Ellis"
"1745","Ellis et al. 2021","Simpson","Combo_cecal",10,9,-0.790743808490814,0.132040895061728,"lnVR","Ellis"
"1746","Ellis et al. 2021","Simpson","Control (unlabeled PK)_cecal",7,7,-1.31754623113558,0.194444444444444,"lnVR","Ellis"
"1747","Ellis et al. 2021","Simpson","MK4_cecal",10,10,-0.429853687217824,0.123456790123457,"lnVR","Ellis"
"1748","Ellis et al. 2021","Simpson","MK9_cecal",9,9,-0.45303265510232,0.140625,"lnVR","Ellis"
"1749","Ellis et al. 2021","Simpson","PK_cecal",10,9,-0.43007605857469,0.132040895061728,"lnVR","Ellis"
"1750","Ellis et al. 2021","Simpson","VKdef_cecal",8,9,-0.470285078918362,0.151945153061224,"lnVR","Ellis"
"1751","Gubert et al. 2022","Simpson","R6/1_Enviromental enrichment ",16,14,-0.19453702201709,0.0769756738987508,"lnVR","Gubert"
"1752","Gubert et al. 2022","Simpson","R6/1_Exercise",16,16,1.01804334405063,0.0711111111111111,"lnVR","Gubert"
"1753","Gubert et al. 2022","Simpson","R6/1_control",16,16,0.414756865106651,0.0711111111111111,"lnVR","Gubert"
"1754","Gubert et al. 2022","Simpson","WT_Enviromental enrichment ",16,16,-0.0396963502444101,0.0711111111111111,"lnVR","Gubert"
"1755","Gubert et al. 2022","Simpson","WT_Exercise",16,16,-0.120754889107819,0.0711111111111111,"lnVR","Gubert"
"1756","Gubert et al. 2022","Simpson","WT_control",16,16,-0.456962435015196,0.0711111111111111,"lnVR","Gubert"
"1757","Ibrahim et al. 2019","Simpson","AOM/DSS",7,3,0.678547717341256,0.472222222222222,"lnVR","Ibrahim"
"1758","Ibrahim et al. 2019","Simpson","AOM/DSS-ERbKOVil",7,6,0.799286896734584,0.217222222222222,"lnVR","Ibrahim"
"1759","Ibrahim et al. 2019","Simpson","Control",4,4,-1.35107272446053,0.444444444444444,"lnVR","Ibrahim"
"1760","Ibrahim et al. 2019","Simpson","Control-ERbKOVil",4,4,0.348575911482544,0.444444444444444,"lnVR","Ibrahim"
"1761","Kozik et al. 2019","Simpson","Colitis-cecal",7,7,1.33999931940761,0.194444444444444,"lnVR","Kozik"
"1762","Kozik et al. 2019","Simpson","Colitis-colonMucus",5,4,1.31195408882169,0.378472222222222,"lnVR","Kozik"
"1763","Kozik et al. 2019","Simpson","Colitis-colonMucus_T0",1,NA,NA,NA,"lnVR","Kozik"
"1764","Kozik et al. 2019","Simpson","Colitis-fecal",5,7,0.241602702184766,0.253472222222222,"lnVR","Kozik"
"1765","Kozik et al. 2019","Simpson","Colitis-fecal_T0",7,7,-0.39266593611462,0.194444444444444,"lnVR","Kozik"
"1766","Kozik et al. 2019","Simpson","Control-cecal",2,3,-0.615296481963832,1.375,"lnVR","Kozik"
"1767","Kozik et al. 2019","Simpson","Control-colonMucus",NA,3,NA,NA,"lnVR","Kozik"
"1768","Kozik et al. 2019","Simpson","Control-fecal",2,3,2.08319980948557,1.375,"lnVR","Kozik"
"1769","Kozik et al. 2019","Simpson","Control-fecal_T0",2,3,0.398074878071474,1.375,"lnVR","Kozik"
"1770","Li et al. 2020","Simpson","Chow diet + STZ injection+ Distilled water ",5,1,NA,NA,"lnVR","Li"
"1771","Li et al. 2020","Simpson","HFD+ STZ injection + DNJ",1,9,NA,NA,"lnVR","Li"
"1772","Li et al. 2020","Simpson","HFD+ STZ injection+ Distilled water",NA,3,NA,NA,"lnVR","Li"
"1773","Lindheim et al. 2018","Simpson","PRJNA445979",76,93,0.0769904573466642,0.0122494118882588,"lnVR","Lindheim"
"1774","Lyte et al. 2022","Simpson","beef-chow",18,19,0.405967449099997,0.0604628561664317,"lnVR","Lyte"
"1775","Lyte et al. 2022","Simpson","beef-chow-stress",18,20,0.417623951262802,0.0588426995370415,"lnVR","Lyte"
"1776","Lyte et al. 2022","Simpson","chow-control",20,19,-1.79580105193146,0.0570218186792517,"lnVR","Lyte"
"1777","Lyte et al. 2022","Simpson","chow-stress",20,20,-0.578640360344869,0.0554016620498615,"lnVR","Lyte"
"1778","Pizarro et al. 2021","Simpson","EtOH-Syn-T1",10,8,0.184875216158097,0.143361048122953,"lnVR","Pizarro"
"1779","Pizarro et al. 2021","Simpson","EtOH-T1",10,8,1.0032819069401,0.143361048122953,"lnVR","Pizarro"
"1780","Pizarro et al. 2021","Simpson","Symbiotic-T0",10,8,0.916935839689003,0.143361048122953,"lnVR","Pizarro"
"1781","Pizarro et al. 2021","Simpson","Water-T0",10,8,0.205216721063471,0.143361048122953,"lnVR","Pizarro"
"1782","Ramakrishna et al. 2020","Simpson","ACV+IVIG-injected",1,4,NA,NA,"lnVR","Ramakrishna"
"1783","Ramakrishna et al. 2020","Simpson","ACV-injected",3,2,0.134444139518307,1.375,"lnVR","Ramakrishna"
"1784","Ramakrishna et al. 2020","Simpson","Control",2,3,-0.270410997260128,1.375,"lnVR","Ramakrishna"
"1785","Ramakrishna et al. 2020","Simpson","HSV1-infected",4,5,0.472521537804114,0.378472222222222,"lnVR","Ramakrishna"
"1786","Ramakrishna et al. 2020","Simpson","HSV1-infected; ACV+IVIG-injected",2,3,-0.452732554054078,1.375,"lnVR","Ramakrishna"
"1787","Ramakrishna et al. 2020","Simpson","HSV1-infected; ACV-injected",1,1,NA,NA,"lnVR","Ramakrishna"
"1788","Ramakrishna et al. 2020","Simpson","HSV1-infected; IVIG-injected",3,1,NA,NA,"lnVR","Ramakrishna"
"1789","Ramakrishna et al. 2020","Simpson","IVIG-injected",5,5,1.47635744423515,0.3125,"lnVR","Ramakrishna"
"1790","Son et al. 2019","Simpson","Control",8,8,1.7957127525976,0.163265306122449,"lnVR","Son"
"1791","Son et al. 2019","Simpson","IL-10 Knockout ",8,8,-0.869040538605592,0.163265306122449,"lnVR","Son"
"1792","Song et al. 2020","Simpson","AOM/DSS",12,NA,NA,NA,"lnVR","Song"
"1793","Song et al. 2020","Simpson","AOM/DSS E2-supplemented",12,NA,NA,NA,"lnVR","Song"
"1794","Song et al. 2020","Simpson","Control",5,11,-0.616865132328652,0.21125,"lnVR","Song"
"1795","Song et al. 2020","Simpson","E2-supplemented",12,NA,NA,NA,"lnVR","Song"
"1796","Song et al. 2020","Simpson","ovariectomized ",NA,7,NA,NA,"lnVR","Song"
"1797","Song et al. 2021","Simpson","AOM/DSS",8,8,0.189772109115553,0.163265306122449,"lnVR","Song"
"1798","Song et al. 2021","Simpson","AOM/DSS-Nrf2KO",8,8,0.261286853668113,0.163265306122449,"lnVR","Song"
"1799","Song et al. 2021","Simpson","Control",8,8,2.4436669277178,0.163265306122449,"lnVR","Song"
"1800","Song et al. 2021","Simpson","Nrf2KO",8,8,-0.188247536220218,0.163265306122449,"lnVR","Song"
"1801","Song et al. 2022","Simpson","AOM/DSS",10,7,0.31563109899408,0.158950617283951,"lnVR","Song"
"1802","Song et al. 2022","Simpson","AOM/DSS_ steroid-injected",8,4,0.652107277481791,0.303854875283447,"lnVR","Song"
"1803","Song et al. 2022","Simpson","Control",4,4,-0.377477271101,0.444444444444444,"lnVR","Song"
"1804","Song et al. 2022","Simpson","orchiectomized",4,NA,NA,NA,"lnVR","Song"
"1805","Song et al. 2022","Simpson","orchiectomized_ AOM/DSS",10,NA,NA,NA,"lnVR","Song"
"1806","Song et al. 2022","Simpson","orchiectomized_ AOM/DSS_ steroid-injected",6,NA,NA,NA,"lnVR","Song"
"1807","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Ear_day0_Control",4,3,-0.579855133437703,0.597222222222222,"lnVR","Strickland"
"1808","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Ear_day28_Control",10,3,0.675024783656059,0.436728395061728,"lnVR","Strickland"
"1809","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Ear_day7_Control",10,3,0.0516297010477121,0.436728395061728,"lnVR","Strickland"
"1810","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Ear_day95_Control",10,NA,NA,NA,"lnVR","Strickland"
"1811","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Fecal_day0_Control",20,3,-1.85818152642101,0.402700831024931,"lnVR","Strickland"
"1812","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Fecal_day111_Control",10,NA,NA,NA,"lnVR","Strickland"
"1813","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Fecal_day14_Control",10,3,-1.50000548248143,0.436728395061728,"lnVR","Strickland"
"1814","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Fecal_day21_Control",10,3,-0.228238052653331,0.436728395061728,"lnVR","Strickland"
"1815","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Fecal_day28_Control",10,3,-0.484283002669273,0.436728395061728,"lnVR","Strickland"
"1816","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Fecal_day34_Control",10,NA,NA,NA,"lnVR","Strickland"
"1817","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Fecal_day4_Control",10,NA,NA,NA,"lnVR","Strickland"
"1818","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Fecal_day7_Control",10,3,-0.913782955401364,0.436728395061728,"lnVR","Strickland"
"1819","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Nose_day0_Control",5,3,0.380412811882995,0.53125,"lnVR","Strickland"
"1820","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Nose_day28_Control",10,3,0.487140108773386,0.436728395061728,"lnVR","Strickland"
"1821","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Nose_day7_Control",10,3,1.3202767185336,0.436728395061728,"lnVR","Strickland"
"1822","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Nose_day95_Control",10,NA,NA,NA,"lnVR","Strickland"
"1823","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Skin_day0_Control",5,3,-0.421083680932825,0.53125,"lnVR","Strickland"
"1824","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Skin_day28_Control",10,3,-0.369607085256216,0.436728395061728,"lnVR","Strickland"
"1825","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Skin_day7_Control",10,3,0.235150232631178,0.436728395061728,"lnVR","Strickland"
"1826","Strickland et al. 2021","Simpson","Sigmodon_fulviventer_Skin_day95_Control",9,NA,NA,NA,"lnVR","Strickland"
"1827","Strickland et al. 2021","Simpson","Sigmodon_hispidus_Ear_day0_Control",NA,9,NA,NA,"lnVR","Strickland"
"1828","Strickland et al. 2021","Simpson","Sigmodon_hispidus_Ear_day28_Control",5,9,1.59165066073952,0.2265625,"lnVR","Strickland"
