,Row.names,Kingdom,Phylum,Class,Order,Family,Genus,Species,rab.all,rab.win.female,rab.win.male,diff.btw,diff.win,effect,overlap,we.ep,we.eBH,wi.ep,wi.eBH,Treatment,Group,Study,direct,id
256,2743127cd8d1e4ad474b21e83ea2a7b1,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,NA,3.157372086,5.784888071,-1.095231488,-6.923621919,2.9633156,-2.363967221,0.000137056,0.000542718,0.011919917,0,0,control,control,Son et al. 2019,Negative,control_Son et al. 2019_Negative
260,3e3cc48c4b0cfad6f9f4874b9ca867a1,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,6.890341865,10.45754297,-0.913033852,-11.57132539,2.581730702,-4.666618929,0.000137056,2.13229080339283e-05,0.001107403,0,0,control,control,Son et al. 2019,Negative,control_Son et al. 2019_Negative
263,42813a7ac2260688d1e5def012a3bf78,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,4.935626602,-1.627606385,9.474307968,11.53532759,3.211367271,3.627375601,0.000137056,1.99666701095135e-05,0.000757098,0.0001554,0.003990622,control,control,Son et al. 2019,Positive,control_Son et al. 2019_Positive
266,46f43d3fe417eb537a1c421542cd3fbc,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,Lachnospiraceae_bacterium,7.250246329,5.841089348,8.52919348,2.772139924,1.770976865,1.649784374,0.023439154,0.00041497,0.009874932,0.000543901,0.010330657,control,control,Son et al. 2019,Positive,control_Son et al. 2019_Positive
267,49eaf12d229e30db56fc2c0f29362225,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,5.157486054,-1.443928763,9.295963492,10.62745911,2.486934962,4.290067951,0.000137056,3.44865766337101e-05,0.001070522,0.0001554,0.003990622,control,control,Son et al. 2019,Positive,control_Son et al. 2019_Positive
268,4a4d0843ef50089aaa0729034804f960,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,6.293796484,-1.446513849,10.55816975,11.9406292,2.547922504,4.873835012,0.000137056,2.35060688672698e-05,0.000856844,0.0001554,0.003990622,control,control,Son et al. 2019,Positive,control_Son et al. 2019_Positive
270,518b283429f8038d4bd12e2776d2deed,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,3.749058334,-1.502781367,6.664228894,8.031410721,2.564296362,3.223180672,0.000137056,0.000271943,0.004933881,0.0001554,0.003990622,control,control,Son et al. 2019,Positive,control_Son et al. 2019_Positive
271,54a7680ae00cc08205d03a9bad69c427,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,4.618089466,-1.452964717,8.752089655,10.13800102,2.792009164,3.680307725,0.000137056,5.28350125687794e-05,0.001610517,0.0001554,0.003990622,control,control,Son et al. 2019,Positive,control_Son et al. 2019_Positive
276,5f225952f1ee2d8e12d0e2074c68c0c8,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,uncultured_Clostridiales,1.117587619,-1.426366016,8.755788858,9.839712746,6.01964877,1.607298639,0.056641284,0.002488764,0.030303923,0.0028919,0.034074499,control,control,Son et al. 2019,Positive,control_Son et al. 2019_Positive
279,668fdb718997fc1589c7817655d4bb5f,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_vulgatus,12.63478628,16.10031752,8.59216667,-7.3822964,1.355512416,-5.273835206,0.000137056,1.14457819576363e-08,5.09560565806113e-06,0,0,control,control,Son et al. 2019,Negative,control_Son et al. 2019_Negative
280,6797371940252066205fbd1b85d623ce,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_intestinalis,0.90198842,-1.673712296,3.533099891,4.934021322,3.466427199,1.43192848,0.052735087,0.012447681,0.080861632,0.002856692,0.032194697,control,control,Son et al. 2019,Positive,control_Son et al. 2019_Positive
281,67e330de0289f13cf25c1f4ac71dbf19,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium,3.90977102,-1.615150398,6.552570962,8.283184159,2.591116065,3.167330022,0.000137056,0.000156839,0.003872837,0.0001554,0.003990622,control,control,Son et al. 2019,Positive,control_Son et al. 2019_Positive
284,6f4019ecb7d1c410cdc632fcb034e46c,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,NA,7.772669467,4.262005041,9.941403937,6.140307905,2.885884869,2.211200043,0.000137056,0.001278287,0.019999964,0.0001554,0.003990622,control,control,Son et al. 2019,Positive,control_Son et al. 2019_Positive
287,7efc613eebf9b44ca100ebfe74b7b028,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Lachnospiraceae_bacterium,1.670067297,7.166095708,-0.872947681,-7.843338457,4.6056867,-1.604847549,0.060547489,0.002702882,0.033323014,0.002224165,0.025303166,control,control,Son et al. 2019,Negative,control_Son et al. 2019_Negative
288,7f0e76092f7dc60313f799a056b608d5,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_Bacteroidales,3.718679563,-1.504600916,7.460697764,8.894335532,2.935025522,3.104977484,0.000137056,6.54474085470573e-05,0.001801476,0.0001554,0.003990622,control,control,Son et al. 2019,Positive,control_Son et al. 2019_Positive
291,83c30d60f92188bb6f2382d23600fa77,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium,5.244047622,-1.619161687,10.14560975,11.47274434,2.738933081,4.180501822,0.000137056,3.65519280253691e-05,0.001105396,0.0001554,0.003990622,control,control,Son et al. 2019,Positive,control_Son et al. 2019_Positive
296,8e038f0f6d3ce68285d6f198f466b3ff,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,3.612799291,6.617896167,-0.842106526,-7.283076907,2.721333254,-2.628922117,0.000137056,0.000434161,0.009840938,0,0,control,control,Son et al. 2019,Negative,control_Son et al. 2019_Negative
302,9bdcbb3f4af192dc18dd944697425795,d__Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014,Clostridia_UCG-014,unidentified,1.317873622,5.608731578,-1.041345275,-6.224084293,4.302506906,-1.391229152,0.076172354,0.011306789,0.075817122,0.004533314,0.038434821,control,control,Son et al. 2019,Negative,control_Son et al. 2019_Negative
305,a616f41985be9865b93817cd0bcaa815,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,1.514566166,-1.245822965,9.331823277,10.24065914,3.743470382,2.501906237,0.06237876,0.001506088,0.01702046,0.003099505,0.036448127,control,control,Son et al. 2019,Positive,control_Son et al. 2019_Positive
306,a7220f7270c65a9457a801ce372d5611,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,NA,1.256876841,-1.390526043,5.953667146,7.259393558,3.52462926,1.868411038,0.058480167,0.006125306,0.042735051,0.003120144,0.036394814,control,control,Son et al. 2019,Positive,control_Son et al. 2019_Positive
308,a986caf60b4e9655b6354e91317cea89,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,NA,1.508401689,8.510230766,-0.811803698,-9.04971468,3.818523588,-2.032669754,0.07602387,0.002267574,0.027513203,0.002391706,0.026707713,control,control,Son et al. 2019,Negative,control_Son et al. 2019_Negative
312,b5df6b3e09aba5b4c07aaa7690198885,d__Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum,uncultured_bacterium,3.733931484,2.198424846,6.156950994,4.236680711,2.742171953,1.535032924,0.025342652,0.00367512,0.042181592,0.00076486,0.012511957,control,control,Son et al. 2019,Positive,control_Son et al. 2019_Positive
319,ccad0d96a6aa6840d31222daabe0dac9,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,5.986368102,10.97698099,-0.859575372,-11.66178267,3.190871623,-3.891385473,0.000137056,4.81382375743036e-05,0.001612562,0,0,control,control,Son et al. 2019,Negative,control_Son et al. 2019_Negative
320,cd07a59dafca5d9dcdde35123723c432,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,NA,1.414688531,5.752590291,-1.137865547,-6.743848287,4.572484972,-1.322139727,0.078125466,0.007326185,0.068545607,0.002922251,0.030628393,control,control,Son et al. 2019,Negative,control_Son et al. 2019_Negative
323,d73ecb22020d4692f9ad05276875dfe7,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,NA,5.425762132,-1.74123708,9.453855368,11.21988859,2.744948203,4.300212439,0.000137056,7.87016895768013e-05,0.001916677,0.0001554,0.003990622,control,control,Son et al. 2019,Positive,control_Son et al. 2019_Positive
331,e9d0f617be5d6da4462b9ebf9333ac81,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,0.994844446,-1.561191422,6.172830112,7.602696413,3.825978262,1.939520155,0.052632289,0.001444944,0.017308256,0.002186529,0.027793769,control,control,Son et al. 2019,Positive,control_Son et al. 2019_Positive
332,ec03e7bda60286f2306337a059f5b0f5,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_Bacteroidales,1.791900981,-1.654769036,4.29376818,6.283628437,3.09108901,2.009752347,0.003908654,0.000650734,0.011050904,0.000184538,0.004485016,control,control,Son et al. 2019,Positive,control_Son et al. 2019_Positive
334,ec4075339e16f5cd45fd5a7955596899,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,6.920280384,10.79875606,3.138054808,-7.752719717,1.909511092,-3.953193315,0.000137056,6.29443832491309e-05,0.001689225,0,0,control,control,Son et al. 2019,Negative,control_Son et al. 2019_Negative
336,f14c5222f17c66211465f77780d4f2e0,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,5.63988384,10.12174049,-0.801000505,-10.99011152,2.728157011,-4.070591857,0.000137056,5.28141797147118e-05,0.001474922,0,0,control,control,Son et al. 2019,Negative,control_Son et al. 2019_Negative
338,f41e91d932b4e03fa0ac901f5d5d686f,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,1.638118247,9.957692651,-0.659672175,-10.5348612,3.623247003,-2.617190862,0.070313022,0.001259325,0.018626285,0.002389277,0.026364946,control,control,Son et al. 2019,Negative,control_Son et al. 2019_Negative
361,3215ddc073c6860993bbd4c1fbf91f1a,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG-001,NA,2.420609961,-2.218489576,4.910358265,7.10087454,2.326175824,2.913293302,0.000274075,0.010103553,0.261224251,0,0,control,control,Velasco et al. 2021,Positive,control_Velasco et al. 2021_Positive
363,3fee1ac813edc7f266a88f57ce26349d,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,NA,4.078399254,-2.280094753,6.806197954,9.100437268,2.582647139,3.761212,0.000274075,0.00761842,0.250303125,0,0,control,control,Velasco et al. 2021,Positive,control_Velasco et al. 2021_Positive
367,681b8604b8939af77212d71fee9731cd,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Lachnospiraceae_bacterium,3.563933066,-0.091770784,6.583365075,6.446184592,3.595143624,1.719212355,0.003930039,0.024502124,0.438143092,0.001116071,0.01085665,control,control,Velasco et al. 2021,Positive,control_Velasco et al. 2021_Positive
379,cae6f8b04f88f2d69343b81346447ac2,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,uncultured_bacterium,3.976223688,-1.348499223,6.74406739,7.985254786,3.483002699,2.045009152,0.000274075,0.014166632,0.324381466,0,0,control,control,Velasco et al. 2021,Positive,control_Velasco et al. 2021_Positive
381,cfd65c7bbc3926cdc9b88c2e38bbecaa,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium,9.651962372,8.973814472,10.3323093,1.382106973,0.597197796,2.104213723,0.000274075,0.022080492,0.440665156,0,0,control,control,Velasco et al. 2021,Positive,control_Velasco et al. 2021_Positive
394,a5d1217aa1cbc154c499796f9040d954,d__Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,NA,1.23193169,3.358415097,-2.413403246,-5.605744274,2.395533189,-2.362938307,0.003930039,0.022866555,0.605682355,0.000669643,0.00977198,control,control,Zou et al. 2021,Negative,control_Zou et al. 2021_Negative
397,f92cd0973ff85c4fac46db90e3464954,d__Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,NA,2.226863927,4.715267716,-2.897802823,-7.551691311,2.372976124,-3.358027701,0.000274075,0.010207733,0.482696897,0,0,control,control,Zou et al. 2021,Negative,control_Zou et al. 2021_Negative
446,2fa5dbbf2dde49213390762133b12b73,d__Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Ileibacterium,Ileibacterium_valens,1.827573716,-0.873450123,4.235008935,6.164128513,8.741120758,0.867356228,0.130649183,0.000267391,0.060653968,5.62796888424321e-05,0.016286774,control,control,Lyte et al. 2022,Positive,control_Lyte et al. 2022_Positive
448,6f2414f3216c719e8f1a44de9f625c94,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_acidifaciens,6.45207533,5.705672145,7.473435298,1.851687503,1.926390399,0.93253729,0.135579337,0.000210352,0.059961781,4.58501475634077e-05,0.01832981,control,control,Lyte et al. 2022,Positive,control_Lyte et al. 2022_Positive
499,00a7b0037094adc4a8f638508824284b,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA,8.93723503,6.500030483,9.915959959,3.31087074,0.924023276,3.360792889,0.000137056,7.7962484648468e-07,0.000358208,0,0,control,control,Pizarro et al. 2021,Positive,control_Pizarro et al. 2021_Positive
501,074478577353df0840cde9827351d2e9,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,9.302437732,5.743131274,10.42893232,4.010499894,3.539414712,1.030353068,0.038987329,0.021652265,0.354661766,0.000166398,0.010791441,control,control,Pizarro et al. 2021,Positive,control_Pizarro et al. 2021_Positive
502,26c9f4f844da09bdd5c1603be193969c,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,NA,NA,6.323369025,4.46444205,6.937108251,2.381308304,1.189929438,1.711172075,0.078125466,0.00060948,0.047124588,0.00130619,0.045584314,control,control,Pizarro et al. 2021,Positive,control_Pizarro et al. 2021_Positive
503,3b482b3f9da81db80a221a66031aa159,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,uncultured_bacterium,8.848741727,8.183266433,9.387304154,1.365792533,0.741035515,1.855160408,0.003916288,4.64770048874946e-05,0.007520468,2.71378947849163e-05,0.002257624,control,control,Pizarro et al. 2021,Positive,control_Pizarro et al. 2021_Positive
506,4e38395c5e80618eac785b2ddba6ed13,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,8.48857079,7.820708663,8.883459087,1.166448957,0.845358495,1.255601859,0.07017596,0.000913024,0.061692661,0.001537219,0.049275236,control,control,Pizarro et al. 2021,Positive,control_Pizarro et al. 2021_Positive
508,6b952a73de08f9fe604db1f30be44133,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium,8.097576729,6.245025545,9.090029631,2.632213637,1.174715523,2.186528251,0.003908654,5.502326780942e-05,0.008628104,1.28547922665229e-05,0.001252682,control,control,Pizarro et al. 2021,Positive,control_Pizarro et al. 2021_Positive
513,b4d2dc7e79e032c6486253e7a49f074b,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,7.957375153,2.119354188,8.993394295,7.003172606,4.898888681,1.492689508,0.017546074,0.003777214,0.142623773,5.53470222586869e-05,0.004922235,control,control,Pizarro et al. 2021,Positive,control_Pizarro et al. 2021_Positive
514,b5df6b3e09aba5b4c07aaa7690198885,d__Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum,uncultured_bacterium,4.688142959,3.530860819,6.04937497,2.548955225,1.401881456,1.842322416,0.007817534,0.000285569,0.025024941,3.24940582293251e-05,0.002547144,control,control,Pizarro et al. 2021,Positive,control_Pizarro et al. 2021_Positive
515,cfd65c7bbc3926cdc9b88c2e38bbecaa,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium,6.953203988,-1.488110201,8.45826865,9.736061576,4.968424619,1.563978597,0.039063476,0.002098195,0.100808403,0.000115693,0.008202264,control,control,Pizarro et al. 2021,Positive,control_Pizarro et al. 2021_Positive
516,d60fd161c4e9b0fd043ea7d1eb49d344,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,5.54195306,7.907083814,4.435390296,-3.521680163,2.068213796,-1.706524044,0.025342652,7.39187662917895e-05,0.017346257,0.000186752,0.026471363,control,control,Pizarro et al. 2021,Negative,control_Pizarro et al. 2021_Negative
517,e3acd1847381805fd9cf7f67f238c142,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,unidentified,8.139802771,5.88656132,9.705070842,3.600364511,1.249807394,2.8386144,0.000137056,9.83333149857935e-07,0.000422134,0,0,control,control,Pizarro et al. 2021,Positive,control_Pizarro et al. 2021_Positive
518,f03dffd2e63efb9a0dbc61f7ffa6fe0a,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,3.451395677,8.12557908,-1.478366451,-9.240604685,4.020599288,-2.189514606,0.015597038,6.68775357883866e-05,0.011117554,9.06977009918188e-05,0.022495214,control,control,Pizarro et al. 2021,Negative,control_Pizarro et al. 2021_Negative
553,02b282568bb934d870824315c232fd8b,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,5.679960678,8.825636952,-1.900125251,-10.82190052,2.81690667,-3.876114792,0.000156633,0.000159501,0.005722773,0.000582751,0.017033976,control,control,Ellis et al. 2021,Negative,control_Ellis et al. 2021_Negative
558,1db8b37913edafca869c6d415ad3aceb,d__Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,uncultured_bacterium,6.722640067,7.586183536,5.41222734,-1.942416609,0.899010825,-1.95084085,0.03563614,0.000505797,0.015808707,0.002035074,0.040798342,control,control,Ellis et al. 2021,Negative,control_Ellis et al. 2021_Negative
564,35ffdd51464e2c68179717e5334a1d7e,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_salyersiae,6.126121139,10.18953418,-1.466657279,-11.65219338,3.08401339,-3.826009632,0.000156633,0.000133363,0.005701831,0.000582751,0.017033976,control,control,Ellis et al. 2021,Negative,control_Ellis et al. 2021_Negative
575,619f64f2bf103286f4f70bfd89500ed4,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA,7.746106195,6.44260093,8.808739315,2.135463199,1.166727977,1.820687654,0.01559346,0.000415157,0.024285379,0.000537223,0.017183954,control,control,Ellis et al. 2021,Positive,control_Ellis et al. 2021_Positive
577,6797371940252066205fbd1b85d623ce,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_intestinalis,11.68501142,10.62416514,12.71249477,2.237416848,0.86916387,2.56060717,0.000156633,1.05237306857343e-05,0.003653092,0,0,control,control,Ellis et al. 2021,Positive,control_Ellis et al. 2021_Positive
581,741bd135e614533f94df0ce08b8dccd0,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,5.102702517,8.73159687,-1.820003964,-10.70797624,3.115707519,-3.619980298,0.000156633,0.000186998,0.005400736,0.000582751,0.017033976,control,control,Ellis et al. 2021,Negative,control_Ellis et al. 2021_Negative
582,7d501295153896babb8af5384bb71255,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,uncultured_bacterium,7.406289724,9.536159075,-1.037667409,-10.65804572,4.256318061,-2.077055947,0.031182004,0.001497155,0.032944468,0.001347611,0.030344606,control,control,Ellis et al. 2021,Negative,control_Ellis et al. 2021_Negative
587,8dde7ab997d5419d772d3686e259a471,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,5.73574218,10.86102929,-1.732252866,-12.35395952,2.653701635,-4.789010815,0.000156633,8.19639440691091e-05,0.003036091,0.000582751,0.017033976,control,control,Ellis et al. 2021,Negative,control_Ellis et al. 2021_Negative
599,b4d6edf2fed7f3c5477d370559a3a9cf,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,4.833602451,8.166588662,-1.999491354,-10.16352873,2.729804819,-3.90756593,0.000156633,0.000201856,0.006001437,0.000582751,0.017033976,control,control,Ellis et al. 2021,Negative,control_Ellis et al. 2021_Negative
600,b5df6b3e09aba5b4c07aaa7690198885,d__Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum,uncultured_bacterium,9.238918917,7.386234246,10.49961984,3.125037466,1.444973949,2.041391779,0.017859995,0.000866616,0.036868076,0.000550881,0.020799158,control,control,Ellis et al. 2021,Positive,control_Ellis et al. 2021_Positive
602,c1e6a3b26cc7d12c8f7e22ebb092e001,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,5.786037216,10.65057772,-2.059088108,-12.61343935,2.639209548,-4.88608702,0.000156633,5.11417707789494e-05,0.002440277,0.000582751,0.017033976,control,control,Ellis et al. 2021,Negative,control_Ellis et al. 2021_Negative
604,d8eb518d96bf708e8353e78d62a39303,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,NA,6.903387351,11.18226902,-1.920496485,-13.26752497,2.7338866,-4.998963761,0.000156633,3.58103621958393e-05,0.002200359,0.000582751,0.017033976,control,control,Ellis et al. 2021,Negative,control_Ellis et al. 2021_Negative
605,e3fc3d92a98196be6f9948e7e567c004,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Lachnospiraceae_bacterium,6.394356133,-0.716910062,8.605444329,9.131533742,4.285360162,1.80698465,0.042411884,0.002765677,0.066509695,0.001165501,0.032417129,control,control,Ellis et al. 2021,Positive,control_Ellis et al. 2021_Positive
610,fc02af89d869043b296114729009a5b0,d__Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,CAG-352,uncultured_bacterium,5.665247303,9.555992244,-1.954306035,-11.29197662,2.661224904,-4.264930935,0.000156633,0.000152592,0.005394844,0.000582751,0.017033976,control,control,Ellis et al. 2021,Negative,control_Ellis et al. 2021_Negative
118,0bb1c8431343726b5826ba41bceb2deb,d__Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,NA,6.864174232,3.710377769,9.048372287,5.046357413,2.724364952,1.889523289,0.000547999,0.074095012,1,0,0,control,Control-fecal_T0,Kozik et al. 2019,Positive,Control-fecal_T0_Kozik et al. 2019_Positive
119,1db8b37913edafca869c6d415ad3aceb,d__Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,uncultured_bacterium,3.833340846,2.478467565,5.975205787,3.405682027,1.284295221,2.549081114,0.000547999,0.049540986,0.992308468,0,0,control,Control-fecal_T0,Kozik et al. 2019,Positive,Control-fecal_T0_Kozik et al. 2019_Positive
121,20f0e63024e2fff3ebe647aea74e04ed,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,uncultured_bacterium,4.898317419,3.721252576,8.104952748,4.408463529,1.594583539,2.634726342,0.000547999,0.132320222,1,0,0,control,Control-fecal_T0,Kozik et al. 2019,Positive,Control-fecal_T0_Kozik et al. 2019_Positive
125,a24e0d4286b004ee3345384b6f377f9e,d__Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA,7.242181908,6.469228233,9.064239959,3.356047383,2.687424704,1.286535417,0.000547999,0.162601805,1,0,0,control,Control-fecal_T0,Kozik et al. 2019,Positive,Control-fecal_T0_Kozik et al. 2019_Positive
126,aa18f1f0f79b19771025041b36843ee6,d__Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,NA,7.767812182,0.107771698,10.83437604,10.61674405,6.120216045,1.605174076,0.000547999,0.107008509,1,0,0,control,Control-fecal_T0,Kozik et al. 2019,Positive,Control-fecal_T0_Kozik et al. 2019_Positive
129,f92cd0973ff85c4fac46db90e3464954,d__Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,NA,0.238999983,-1.815127505,8.410387114,10.45485757,2.872398793,3.714236409,0.000547999,0.027855554,0.902752692,0,0,control,Control-fecal_T0,Kozik et al. 2019,Positive,Control-fecal_T0_Kozik et al. 2019_Positive
546,00a7b0037094adc4a8f638508824284b,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA,8.045865818,6.717329372,9.546446386,2.813779067,1.627358852,1.780738793,0.001972734,5.44911517365882e-05,0.021378969,5.21333241921478e-05,0.029086694,treatment,EtOH-Syn-T1,Pizarro et al. 2021,Positive,EtOH-Syn-T1_Pizarro et al. 2021_Positive
547,162aba355417e2f3853de66ffbf707f8,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,9.504118974,8.715545742,9.865918019,1.181570816,0.709480091,1.662061932,0.027291858,0.000226836,0.040125414,0.000359934,0.044012614,treatment,EtOH-Syn-T1,Pizarro et al. 2021,Positive,EtOH-Syn-T1_Pizarro et al. 2021_Positive
549,cfd65c7bbc3926cdc9b88c2e38bbecaa,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium,7.328176528,-1.242358662,8.242495799,9.426350986,5.526679629,1.464051593,0.046875806,0.002734107,0.187661464,0.000398141,0.04893942,treatment,EtOH-Syn-T1,Pizarro et al. 2021,Positive,EtOH-Syn-T1_Pizarro et al. 2021_Positive
